Diagnosed Diabetes; Total (Total); Adults Aged 20+ Years; Crude Number; U.S. Counties; 2019
Data downloaded on 12-April-2023
County,State,CountyFIPS,Number,Lower Limit, Upper Limit
Bristol County,Rhode Island,44001,3285.3,2588,4112.6
Auglaize County,Ohio,39011,3288.1,2348.5,4285
Grundy County,Illinois,17063,3288.7,1991.3,4658.4
Macon County,North Carolina,37113,3292.7,2168.9,4673.5
Shelby County,Kentucky,21211,3299.5,2123.9,4833.5
Jessamine County,Kentucky,21113,3302.7,2185.6,4629.6
Essex County,New York,36031,3309.6,2582.3,4132
Marshall County,West Virginia,54051,3310.8,2361.2,4344.9
Fulton County,Ohio,39051,3323.5,2378.5,4520.2
Lincoln County,South Dakota,46083,3325.4,2797.2,3891.9
Wapello County,Iowa,19179,3330.2,2459.2,4242.9
Hillsdale County,Michigan,26059,3333.3,2291,4566
Orange County,Virginia,51137,3334.2,2376.2,4479.4
Preble County,Ohio,39135,3335.5,2228.4,4714.6
Dearborn County,Indiana,18029,3339.8,2296.8,4537.4
Wharton County,Texas,48481,3352.4,2340.7,4799.6
Amherst County,Virginia,51009,3354.4,2391.3,4501.2
Dekalb County,Indiana,18033,3355.9,2381.6,4415
Bingham County,Idaho,16011,3357.2,2526.7,4233.1
Huntington County,Indiana,18069,3359.3,2509.8,4321.2
Stevens County,Washington,53065,3360.2,2584.2,4229
Dunklin County,Missouri,29069,3370.9,2674.3,4133.4
Transylvania County,North Carolina,37175,3372.7,2148.2,4640.9
Gratiot County,Michigan,26057,3374.7,2262,4595.5
Rio Arriba County,New Mexico,35039,3378.6,2656,4184.6
Shawano County,Wisconsin,55115,3378.7,2283.6,4904.5
Pontotoc County,Oklahoma,40123,3388.2,2493.8,4415.9
Morrow County,Ohio,39117,3389.1,2503.6,4337.7
Vernon Parish,Louisiana,22115,3400.8,2425.9,4585.2
Howell County,Missouri,29091,3401.1,2424,4587.9
Susquehanna County,Pennsylvania,42115,3402.3,2192.8,4856.2
Ravalli County,Montana,30081,3406.6,2507.9,4475.2
Coles County,Illinois,17029,3409.3,2229.2,4930
Greenbrier County,West Virginia,54025,3421.1,2618.2,4348.9
Franklin County,Vermont,50011,3443.6,2842.2,4070.1
Henry County,Illinois,17073,3443.8,2320.4,4931.8
Ashland County,Ohio,39005,3455.4,2415.5,4690.1
Kendall County,Texas,48259,3459,2189.9,5042.4
Jackson County,Ohio,39079,3461.6,2743.1,4287.2
Wyoming County,New York,36121,3465.4,2671.8,4308.9
Champaign County,Ohio,39021,3467,2396,4833.7
Gallatin County,Montana,30031,3471.2,2539.6,4584.3
Siskiyou County,California,06093,3471.3,2264.5,4850.4
Marion County,South Carolina,45067,3472.4,2680.2,4484.8
Natchitoches Parish,Louisiana,22069,3475.9,2413.5,4683.8
Cortland County,New York,36023,3477,2792.2,4362.8
Marshall County,Indiana,18099,3483.8,2432,4661.1
Muhlenberg County,Kentucky,21177,3492.5,2728.2,4451.8
Hendry County,Florida,12051,3498.3,2745.8,4299.3
Wilson County,Texas,48493,3505.3,2283.6,5022.3
Warren County,Tennessee,47177,3520.8,2436.8,4852.5
Colquitt County,Georgia,13071,3523.9,2397.5,4968.9
Adams County,Mississippi,28001,3526.7,2729.5,4379.4
Jasper County,Texas,48241,3530.7,2556.6,4601.3
Chambers County,Alabama,01017,3531,2451.4,4714.2
Winona County,Minnesota,27169,3531.6,2685.2,4662.2
Sullivan County,New Hampshire,33019,3532.9,2888,4213.6
Graves County,Kentucky,21083,3548.7,2665,4557.7
Mcdowell County,North Carolina,37111,3551.9,2219.1,5411.7
Oktibbeha County,Mississippi,28105,3553.9,2679.3,4517.1
Wood County,Texas,48499,3554.7,2236.8,5338.4
Burnet County,Texas,48053,3559.4,2267.7,5253.6
Whitley County,Kentucky,21235,3565,2690.5,4476.8
Calumet County,Wisconsin,55015,3567.1,2421.6,5093.8
Mecklenburg County,Virginia,51117,3573.7,2680,4574.2
Polk County,Georgia,13233,3575.3,2392.9,5016.1
Caroline County,Maryland,24011,3575.4,3064.6,4100.4
Henry County,Indiana,18065,3585.4,2510.7,4936
Ohio County,West Virginia,54069,3589,2630.9,4609.3
Accomack County,Virginia,51001,3593.2,2742.6,4677.3
St. John The Baptist Parish,Louisiana,22095,3597.6,2459.2,4908.6
Thomas County,Georgia,13275,3600,2458.2,4863.7
Ogle County,Illinois,17141,3613.3,2385.9,5120.5
Vance County,North Carolina,37181,3621.8,2326.5,5237.2
Bolivar County,Mississippi,28011,3627.5,2838.6,4506.9
Box Elder County,Utah,49003,3629.1,2804.9,4637.2
Coffee County,Georgia,13069,3630.6,2447.9,5053
Des Moines County,Iowa,19057,3635.3,2751.5,4637.5
Rice County,Minnesota,27131,3638.2,2717.8,4647.8
Huron County,Ohio,39077,3639.7,2513.2,4907.7
Jackson County,West Virginia,54035,3653.3,2797.3,4691.8
Halifax County,Virginia,51083,3653.9,2533.9,4925
Cerro Gordo County,Iowa,19033,3660.9,2815.3,4665
Pittsburg County,Oklahoma,40121,3665.5,2732.6,4795.3
Calaveras County,California,06009,3669.8,2358.7,5439.2
Amador County,California,06005,3682.7,2269.9,5241.7
Butler County,Missouri,29023,3682.8,2496.5,4981.4
Kay County,Oklahoma,40071,3683.8,2573.6,4896.4
Knox County,Illinois,17095,3686.5,2353.7,5296.7
Hoke County,North Carolina,37093,3689,2396.1,5368.7
Sequoyah County,Oklahoma,40135,3698.8,2666.6,5025.6
Monroe County,Mississippi,28095,3700.1,2676.8,4772.8
Warren County,Iowa,19181,3703.6,2766.1,4850.8
Sanilac County,Michigan,26151,3711.7,2666.7,5197.4
Douglas County,Nevada,32005,3712.5,2688.2,4887.9
Polk County,Wisconsin,55095,3713.7,2453.3,5261.8
Washington County,Vermont,50023,3714.1,3206.1,4324.5
Tazewell County,Virginia,51185,3719.5,2617,5042.8
Allegany County,New York,36003,3720.5,2913.1,4611.5
Greenup County,Kentucky,21089,3720.6,2862.8,4578.4
Pike County,Ohio,39131,3727,2904.2,4602
Waupaca County,Wisconsin,55135,3731.7,2572.5,5151.1
San Benito County,California,06069,3737.4,2315.3,5475.5
Williams County,Ohio,39171,3741.8,2689.1,5100.3
Shenandoah County,Virginia,51171,3741.8,2631.9,4970.5
Union County,Ohio,39159,3743.1,2730.6,4922.2
Webster Parish,Louisiana,22119,3744.1,2617.6,5104.3
Stephens County,Oklahoma,40137,3744.5,2681,4877.1
Bryan County,Oklahoma,40013,3755.7,2708.8,4888.8
Scott County,Missouri,29201,3756.5,2930.3,4644.7
Murray County,Georgia,13213,3758.7,2618.6,5199.1
Avoyelles Parish,Louisiana,22009,3769,2599.8,5086
Perry County,Pennsylvania,42099,3775,2528,5312.1
Nelson County,Kentucky,21179,3776.4,2693.4,5098.8
Noble County,Indiana,18113,3778.4,2669.9,5200.5
Bonner County,Idaho,16017,3780.5,2792.6,4875.7
Lafayette County,Mississippi,28071,3790.9,2796.2,4956.2
Greene County,Arkansas,05055,3795.7,2615.4,5078.9
Mifflin County,Pennsylvania,42087,3800.1,2360,5586.1
Jefferson County,Pennsylvania,42065,3809.8,2547.1,5479.6
Delaware County,New York,36025,3810.1,2979.3,4745.7
Hancock County,Mississippi,28045,3811.8,2637,5258.7
Tallapoosa County,Alabama,01123,3812.1,2668.7,5196
Starr County,Texas,48427,3816.2,2360.9,5577.8
Franklin County,Tennessee,47051,3821.4,2584.4,5127
Stephenson County,Illinois,17177,3823.6,2498,5545.4
Queen Annes County,Maryland,24035,3829.7,3203,4431.2
Crawford County,Ohio,39033,3830.3,2926.6,5016.7
Blue Earth County,Minnesota,27013,3831.5,2978.4,4956.7
Baxter County,Arkansas,05005,3835.7,2829.5,4907.1
Jackson County,Indiana,18071,3846,2691.7,5113.3
Santa Cruz County,Arizona,04023,3851.9,2897.8,4997.9
Delta County,Michigan,26041,3851.9,2700.5,5299.8
Union County,Arkansas,05139,3863.8,2737.4,4964.8
Bedford County,Pennsylvania,42009,3866.9,2606,5525.2
Dickson County,Tennessee,47043,3868.6,2511.2,5584.9
Broomfield County,Colorado,08014,3879.9,2641.1,5216.6
Greene County,New York,36039,3906.1,3068.8,4882
Camden County,Missouri,29029,3920.2,2766.8,5474.8
Preston County,West Virginia,54077,3920.4,2984.5,4981.5
Newberry County,South Carolina,45071,3924.2,2975.1,4955.6
Rusk County,Texas,48401,3931.1,2672.5,5419.4
Callaway County,Missouri,29027,3931.4,2777.1,5433
Cherokee County,Oklahoma,40021,3933.5,2801.9,5180.2
Watauga County,North Carolina,37189,3959.6,2558,5825.8
Itasca County,Minnesota,27061,3963.3,2971.7,4939.3
Nez Perce County,Idaho,16069,3964,3132.6,4797.4
Lawrence County,Indiana,18093,3973.8,2781.1,5329.5
Fayette County,Tennessee,47047,3977.4,2715.9,5481.6
Chester County,South Carolina,45023,3980.3,3076,4947.3
Barron County,Wisconsin,55005,3981.3,2769.6,5423
Mayes County,Oklahoma,40097,3982.4,2852.6,5420.6
Tioga County,New York,36107,3989.7,3168.8,4992.7
Covington County,Alabama,01039,3996.8,2945.3,5241.7
Clarendon County,South Carolina,45027,3998.4,3034.2,5032.6
Orleans County,New York,36073,3998.5,3196.2,4978
Oldham County,Kentucky,21185,4017.5,2554.5,5852
Logan County,Oklahoma,40083,4030.3,2936.2,5265.3
Panola County,Mississippi,28107,4040.2,3128.5,5147.8
Guernsey County,Ohio,39059,4040.3,3082.8,5128.2
Carson City,Nevada,32510,4044.7,3062,5211.5
Camden County,Georgia,13039,4045.2,2693.5,5616.8
Hancock County,Maine,23009,4050.1,3379,4763.7
Highland County,Ohio,39071,4060.6,2973.6,5154.6
Columbia County,Wisconsin,55021,4063.6,2791.6,5891.6
Osage County,Oklahoma,40113,4069.4,2782.5,5481.6
Cocke County,Tennessee,47029,4071.8,2893.5,5360.8
Garfield County,Oklahoma,40047,4074,3080.3,5219.6
Colleton County,South Carolina,45029,4079.3,3160.8,5139.3
Windsor County,Vermont,50027,4084,3467.5,4760
Warren County,Mississippi,28149,4096.2,2759.1,5621
Putnam County,Indiana,18133,4096.6,3057.2,5348.4
Washington County,Oklahoma,40147,4119.4,2864.5,5526.1
Carroll County,New Hampshire,33003,4121.2,3461.6,4856.2
Saline County,Kansas,20169,4121.9,3230,5151.1
Brown County,Ohio,39015,4122.1,3011.3,5406.2
Dallas County,Iowa,19049,4140.4,3041.8,5335.4
Culpeper County,Virginia,51047,4141.2,2729.7,5674.8
Van Zandt County,Texas,48467,4142.8,2630.9,5869.4
Newaygo County,Michigan,26123,4147.6,2873.6,5544.8
Madison County,Ohio,39097,4149.2,2910.3,5639.9
Lincoln County,Missouri,29113,4151.8,2812.3,5716.2
Vermilion Parish,Louisiana,22113,4154.8,2833.3,5616
Cherokee County,Texas,48073,4159.6,2599.5,6039.8
Tooele County,Utah,49045,4172.9,3498,4953
Otsego County,New York,36077,4174,3281.8,5205.8
Lamar County,Texas,48277,4184.2,2901,5733.4
Anderson County,Texas,48001,4189.3,2785.8,6311.1
Richmond County,North Carolina,37153,4192.9,2731.9,5974.2
Franklin County,Kentucky,21073,4227,2953.3,5741.7
Coryell County,Texas,48099,4228,2689.2,6054.2
Floyd County,Kentucky,21071,4228.5,3322.9,5328.5
Shelby County,Indiana,18145,4239.2,3013.7,5594.7
Shiawassee County,Michigan,26155,4241.1,2952.9,5677.4
Okeechobee County,Florida,12093,4249.5,3352.4,5201.2
Newton County,Missouri,29145,4252.5,2821.9,6058.7
Walla Walla County,Washington,53071,4259.5,3210,5452.7
Dorchester County,Maryland,24019,4267,3675.3,4876.8
Yuba County,California,06115,4268.4,2742.9,6113.2
Miller County,Arkansas,05091,4273,3056.6,5624.1
Kerr County,Texas,48265,4275,2728.1,6338.8
St. Charles Parish,Louisiana,22089,4279.3,2979.7,5774.1
Benton County,Oregon,41003,4279.4,3060.8,5811.8
Chisago County,Minnesota,27025,4284.4,3296.2,5557
Pickaway County,Ohio,39129,4296,2891.9,6012.5
Danville City,Virginia,51590,4310.7,2958.6,5980.7
Chilton County,Alabama,01021,4328.4,3270.4,5581.4
Hall County,Nebraska,31079,4340.1,3628.7,5077.2
Desoto County,Florida,12027,4342.9,3541.2,5235.9
Taney County,Missouri,29213,4353.6,2989.7,6245.8
Tuscola County,Michigan,26157,4361.3,3023.1,5829
Barren County,Kentucky,21009,4365.1,3214.4,5794.1
Sauk County,Wisconsin,55111,4365.9,2955.4,6255.8
Lenoir County,North Carolina,37107,4370.1,2897.8,6308.2
Lee County,North Carolina,37105,4370.6,2696.9,6502.5
Delaware County,Oklahoma,40041,4370.8,3084.3,5690.9
Klamath County,Oregon,41035,4374.8,3118.7,5977.5
Gordon County,Georgia,13129,4379.1,2922.5,6111.4
Lincoln County,Oregon,41041,4380.2,3146.4,5807.8
Lewis And Clark County,Montana,30049,4394.8,3472.3,5294.6
Mississippi County,Arkansas,05093,4398,3346,5528.4
Chippewa County,Wisconsin,55017,4400.2,3110.7,5974.7
Hardin County,Texas,48199,4404.5,2998.3,6085.3
Kenai Peninsula Borough,Alaska,02122,4417,3546.3,5362.5
Navarro County,Texas,48349,4417.4,2985.6,6265.5
Clinton County,Iowa,19045,4421.8,3348.1,5647.8
Stanly County,North Carolina,37167,4423.8,2698.8,6672.2
Escambia County,Alabama,01053,4443.2,3291.5,5795.7
Cherokee County,South Carolina,45021,4450.6,3108.9,6046.9
Chenango County,New York,36017,4462.6,3562.8,5503.8
Liberty County,Georgia,13179,4475.3,3110,6205.7
Beaufort County,North Carolina,37013,4490.1,3044.8,6382.7
Columbia County,New York,36021,4500.9,3594.3,5343.2
Stokes County,North Carolina,37169,4502.6,3037.5,6282.5
Autauga County,Alabama,01001,4527.5,3336.2,6015.5
Portage County,Wisconsin,55097,4541.8,3132.6,6370
Crittenden County,Arkansas,05035,4556.5,3431.6,5811.6
Ward County,North Dakota,38101,4580.1,3850,5422.4
Nye County,Nevada,32023,4602.7,3351.9,6002.7
Otter Tail County,Minnesota,27111,4613,3658.2,5785.8
Lonoke County,Arkansas,05085,4613.1,3246.5,6101.6
Le Flore County,Oklahoma,40079,4613.6,3496.4,6041.2
Effingham County,Georgia,13103,4621,3231.3,6597.5
Putnam County,West Virginia,54079,4636.7,3674.6,5835.7
York County,Virginia,51199,4646.9,3217,6323.1
Pike County,Mississippi,28113,4648.9,3758.9,5666
Monroe County,Tennessee,47123,4649.3,3244.4,6367.9
Crow Wing County,Minnesota,27035,4652,3574.2,5860.4
St. Martin Parish,Louisiana,22099,4655.8,3227.6,6400.8
Cass County,Michigan,26027,4668.7,3156.9,6482
Wise County,Virginia,51195,4671.3,3490,6048.1
Granville County,North Carolina,37077,4699.3,3016,6901.4
Rutland County,Vermont,50021,4699.3,4000.2,5472.1
Hopkins County,Kentucky,21107,4699.7,3722.9,5882.3
Tuolumne County,California,06109,4704.7,2956.1,6835.8
Jefferson County,West Virginia,54037,4707,3542.5,6195.2
Washington County,Virginia,51191,4710.4,3372.2,6281.4
Whiteside County,Illinois,17195,4724.9,3079.8,6687.7
Montgomery County,New York,36057,4726.1,3783.4,5660.8
Duplin County,North Carolina,37061,4726.8,3222.7,6568.2
Logan County,West Virginia,54045,4730.6,3690.2,5806.5
Williamsburg County,South Carolina,45089,4734.3,3930.3,5534.7
Montcalm County,Michigan,26117,4740.4,3251.4,6438.2
Lynchburg City,Virginia,51680,4753.9,3412.7,6362.3
Dallas County,Alabama,01047,4755,3762.4,5863.2
Suwannee County,Florida,12121,4757.2,3770.1,5730.8
Coffee County,Tennessee,47031,4768.8,3255.8,6244.4
Jackson County,Illinois,17077,4770.4,3273.8,6631.9
Columbia County,Oregon,41009,4781.8,3532.4,6252
Wayne County,Pennsylvania,42127,4787,3168.4,6573.7
Columbus County,North Carolina,37047,4790.2,3093.9,6837.3
Grand Forks County,North Dakota,38035,4790.7,3909.4,5712.9
Grady County,Oklahoma,40051,4801.9,3554.1,6271.1
Levy County,Florida,12075,4802.6,3873.5,5786.1
Livingston County,New York,36051,4804,3652,6077.2
Marquette County,Michigan,26103,4816.2,3296.4,6601.8
Chaves County,New Mexico,35005,4822.9,3853,5874.5
Butler County,Kansas,20015,4827.1,3820.4,5932.2
Warren County,New York,36113,4829.2,3769.8,6083.7
Athens County,Ohio,39009,4836.5,3728.6,6046.1
Boone County,Indiana,18011,4845.1,3544.4,6380.6
Halifax County,North Carolina,37083,4849.4,3257.1,6941
Carbon County,Pennsylvania,42025,4850.5,3104.1,6742
Ionia County,Michigan,26067,4862.3,3421,6832
Pender County,North Carolina,37141,4864.4,3193.5,6930.4
Edgecombe County,North Carolina,37065,4870,3194.9,6878.3
Carter County,Oklahoma,40019,4886.1,3718.4,6100.3
Dale County,Alabama,01045,4893.5,3640.7,6174
Henderson County,Kentucky,21101,4899.5,3599,6289.3
Oxford County,Maine,23017,4906,4160.1,5671
Barry County,Michigan,26015,4916.1,3449.8,6577.5
Otero County,New Mexico,35035,4917.9,3863.9,6045.3
Tehama County,California,06103,4933.4,3132,7067.7
Chesterfield County,South Carolina,45025,4945.8,3765.5,6381.4
Isabella County,Michigan,26073,4948.9,3516.4,6911
Belknap County,New Hampshire,33001,4958.8,4053.2,5916.3
Laurens County,Georgia,13175,4960.4,3990.3,6014.1
Bradford County,Pennsylvania,42015,4966.7,3403.5,6844
St. Croix County,Wisconsin,55109,4968.9,3292.2,6993.3
Pike County,Pennsylvania,42103,4969.2,3158.2,7205
Blount County,Alabama,01009,4977.5,3604,6607.1
Story County,Iowa,19169,4982.2,3723.4,6453
Jefferson County,Tennessee,47089,4993,3397.4,6944.5
Hawkins County,Tennessee,47073,4999.5,3608.9,6860.7
Vermilion County,Illinois,17183,5022.1,3169.2,7281.8
Madison County,New York,36053,5034,3888.7,6417.6
Franklin County,New York,36033,5034.7,4008.4,6093.2
Somerset County,Maine,23025,5037.8,4356.1,5696.8
Warrick County,Indiana,18173,5046.1,3632.2,6866.1
Darke County,Ohio,39037,5053,3552,6717
Washington Parish,Louisiana,22117,5068.9,3645.8,6583
Eddy County,New Mexico,35015,5084.5,3972.1,6266.3
Lyon County,Nevada,32019,5099.2,3800.6,6544
Columbia County,Pennsylvania,42037,5114.1,3377.8,7184.1
Hood County,Texas,48221,5126.2,3353.3,7635.6
Harrison County,Texas,48203,5127.3,3289.3,7485.1
Adams County,Illinois,17001,5132.5,3469.9,7326.1
Wise County,Texas,48497,5143.9,3264.7,7334.6
Jackson County,Georgia,13157,5170.1,3515.9,7204
Umatilla County,Oregon,41059,5176.8,3691.6,6835
Monroe County,Florida,12087,5182.1,3933.3,6588.1
Tipton County,Tennessee,47167,5194.3,3710,7146.5
Chelan County,Washington,53007,5198.1,3990.8,6658.6
Payne County,Oklahoma,40119,5200.9,3948.8,6643.8
Genesee County,New York,36037,5202.1,4124.7,6350.3
Roane County,Tennessee,47145,5204.2,3581.9,7082.7
Creek County,Oklahoma,40037,5215.6,3725.7,6899.5
Coffee County,Alabama,01031,5231.6,3873.1,6719.1
St. Mary Parish,Louisiana,22101,5243.6,3805.8,6881.2
Lamar County,Mississippi,28073,5245.5,3837.6,6867
Natrona County,Wyoming,56025,5248,4433.5,6052.8
Cache County,Utah,49005,5264.4,4190.8,6522.1
Seneca County,Ohio,39147,5268.5,3951.4,6632.3
Acadia Parish,Louisiana,22001,5279.9,3822.8,7005.6
Wilkes County,North Carolina,37193,5300.7,3573.9,7362.2
Jefferson County,Wisconsin,55055,5304.4,3518.5,7434.5
Missoula County,Montana,30063,5314.6,4194.2,6637.7
Midland County,Michigan,26111,5315,3607.9,7589.2
Herkimer County,New York,36043,5321.5,4319.9,6428
Fairbanks North Star Borough,Alaska,02090,5347.5,4425,6263.5
Knox County,Ohio,39083,5350,4195.5,6601.6
Jackson County,Florida,12063,5365.1,4507.2,6261.1
Wayne County,West Virginia,54099,5368.2,4338.8,6415.8
Washington County,New York,36115,5368.7,4216.6,6740.7
Sandusky County,Ohio,39143,5376.4,4012.3,6828.2
Nacogdoches County,Texas,48347,5379.9,4218.6,6812.9
Lake County,California,06033,5381.8,3679.9,7644
Mason County,Washington,53045,5400.2,3997.6,7103
St. Joseph County,Michigan,26149,5405.2,3744.9,7497.2
Jackson County,Alabama,01071,5424,3934.7,7280.5
Mcminn County,Tennessee,47107,5425.5,4069,6880.8
Ozaukee County,Wisconsin,55089,5431.3,3598.6,7761.3
Franklin County,Massachusetts,25011,5451.9,3991.1,7054
St. Francois County,Missouri,29187,5461.7,3847.6,7269.2
Cole County,Missouri,29051,5468,3907.8,7286.7
Gila County,Arizona,04007,5471.1,4751.9,6325.6
Spalding County,Georgia,13255,5474.7,3633.8,7665.5
Washington County,Mississippi,28151,5476.9,4384.6,6613.3
Fauquier County,Virginia,51061,5480.6,3763.2,7412.7
Valencia County,New Mexico,35061,5530.8,4281,6900.1
Manitowoc County,Wisconsin,55071,5536.8,3663.2,7811.5
Liberty County,Texas,48291,5553.4,3655.4,7944.8
Loudon County,Tennessee,47105,5555.4,3601.6,7568.3
Worcester County,Maryland,24047,5574.8,4600.4,6704.9
Venango County,Pennsylvania,42121,5577.1,3788,7585.7
Fayette County,West Virginia,54019,5579,4423.2,6721
Campbell County,Virginia,51031,5599.2,4161.4,7095.9
Christian County,Kentucky,21047,5604.2,4335.4,7048.2
Colbert County,Alabama,01033,5606.5,4070.9,7315.8
Barrow County,Georgia,13013,5623.8,3719.6,7890.3
Tompkins County,New York,36109,5636.2,4310.2,7183
Newport County,Rhode Island,44005,5650.4,4690.9,6671.4
Bulloch County,Georgia,13031,5652.6,4168.7,7389.8
Gibson County,Tennessee,47053,5657.4,4225.6,7113.1
Marion County,West Virginia,54049,5673.9,4578.6,6903.6
Lea County,New Mexico,35025,5676.2,4419.5,6989.6
Haywood County,North Carolina,37087,5680.2,3931.3,7683.2
Franklin County,Virginia,51067,5686.3,4200.6,7602.8
Chatham County,North Carolina,37037,5697.8,3721.3,8032.1
Fulton County,New York,36035,5780.8,4714.5,6878
Cheshire County,New Hampshire,33005,5786,4809.6,6863
La Crosse County,Wisconsin,55063,5787.3,3879.5,7693.9
Burleigh County,North Dakota,38015,5791.3,4833.1,6713.3
Pope County,Arkansas,05115,5792.3,4545.5,7367.3
Crawford County,Arkansas,05033,5821.7,4220,7507.2
Polk County,Texas,48373,5825,4299.7,7354.5
Franklin County,Washington,53021,5829.3,4413,7619.5
Flathead County,Montana,30029,5838.6,4600.4,7210.7
Dodge County,Wisconsin,55027,5842.7,4096.6,8044.4
Williamson County,Illinois,17199,5848.6,4064.3,8449.7
Russell County,Alabama,01113,5856.6,3995.7,8141.1
Floyd County,Indiana,18043,5857.1,4259.8,7971
Walker County,Georgia,13295,5859.1,3991.1,8151.4
Walker County,Alabama,01127,5861.1,4502.9,7529.8
Dekalb County,Alabama,01049,5876.3,4186.4,7796.5
Wood County,Wisconsin,55141,5891.6,4273.5,7671.5
Grafton County,New Hampshire,33009,5909.4,4695.1,7101.5
Kauai County,Hawaii,15007,5915.3,5234.5,6632.6
San Patricio County,Texas,48409,5917.8,4568.7,7294.4
Sherburne County,Minnesota,27141,5942.7,4608.7,7494.5
Troup County,Georgia,13285,5944.1,4028.7,8293.8
Pearl River County,Mississippi,28109,5956.6,4290.3,7833.1
Hancock County,Ohio,39063,5977.3,4626.9,7549.9
Boyd County,Kentucky,21019,5980.5,4819.8,7141.5
Van Buren County,Michigan,26159,6009.5,4116.3,8143.9
Surry County,North Carolina,37171,6012.4,3978.5,8618.5
Polk County,Oregon,41053,6014,4466.4,7735.2
Walker County,Texas,48471,6015.3,4511.8,7786.7
Mccracken County,Kentucky,21145,6031.6,4636.1,7556.3
Reno County,Kansas,20155,6043.9,4912.2,7329.6
Cumberland County,Tennessee,47035,6052.8,4311.8,8014.7
Lowndes County,Mississippi,28087,6053,4666.8,7437.8
Putnam County,Tennessee,47141,6060.9,4249,8195.3
Indiana County,Pennsylvania,42063,6067.9,3880,8693.7
Rockwall County,Texas,48397,6069.2,3826.5,8915.8
Marion County,Ohio,39101,6078.1,4765.5,7445.6
Henry County,Virginia,51089,6103.4,4500.5,7834.9
Sullivan County,New York,36105,6111.4,4806.8,7510.3
Lapeer County,Michigan,26087,6134,4198.3,8175.5
Kosciusko County,Indiana,18085,6136.3,4408.7,7835.6
Walworth County,Wisconsin,55127,6146.4,4244.5,8695.9
Anderson County,Tennessee,47001,6153.6,4177.3,8422.4
Cascade County,Montana,30013,6154.4,5203.6,7185.1
Catoosa County,Georgia,13047,6168.2,4299.8,8373
Rutherford County,North Carolina,37161,6175.7,4199.9,8624.3
Dekalb County,Illinois,17037,6202.2,4271.5,8479.3
Carter County,Tennessee,47019,6219.8,4654.5,8017.1
Laurel County,Kentucky,21125,6231,4749.4,7808.1
Wayne County,Indiana,18177,6235.5,4653.9,8034.2
Cape Girardeau County,Missouri,29031,6250.6,4470.9,8128.8
James City County,Virginia,51095,6259.7,4553.2,8202.4
Matanuska-Susitna Borough,Alaska,02170,6278.6,5155.1,7653.2
Hamblen County,Tennessee,47063,6286,4528.6,8402.4
Clinton County,Michigan,26037,6288.9,4530.8,8445.1
Jefferson County,Ohio,39081,6290.4,4949.4,7539.6
Lincoln County,North Carolina,37109,6310.5,4081.8,9222.4
Rockingham County,Virginia,51165,6316.3,4741.8,8354.5
Frederick County,Virginia,51069,6323.1,4272,8531
Madison County,Kentucky,21151,6323.6,4527.6,8537.5
Christian County,Missouri,29043,6332.9,4245.2,8576.6
Somerset County,Pennsylvania,42111,6345.2,4224,8522.9
Eau Claire County,Wisconsin,55035,6347.8,4408.8,8588.6
Forrest County,Mississippi,28035,6351.5,4861.7,7857.8
Bannock County,Idaho,16005,6359.1,5310.3,7561.6
Putnam County,New York,36079,6379.9,4744.5,8453
Cass County,Missouri,29037,6383,4661,8272.3
Pulaski County,Kentucky,21199,6396.7,5087,7930.1
Mendocino County,California,06045,6407.3,4222.9,9184.1
Grand Traverse County,Michigan,26055,6429.1,4702.9,8444.9
Gadsden County,Florida,12039,6431.9,5227.5,7731.4
Muskogee County,Oklahoma,40101,6480.1,4908.5,8240.9
Pittsylvania County,Virginia,51143,6494.6,5043.7,8136.6
Robertson County,Tennessee,47147,6500.4,4411.1,8890
Island County,Washington,53029,6505.1,5019.6,8343
Bullitt County,Kentucky,21029,6516.2,4408.3,9089.2
Carteret County,North Carolina,37031,6580,4532.3,9019
Glynn County,Georgia,13127,6619.9,4494,8839.6
Cayuga County,New York,36011,6620.3,5128.5,8274.2
Crawford County,Pennsylvania,42039,6622,4384.7,9183.1
Hancock County,Indiana,18059,6626.9,4730.8,8926.3
Sampson County,North Carolina,37163,6635,4675.5,9139
Bowie County,Texas,48037,6646.7,4198.5,9634.1
Potter County,Texas,48375,6648.5,4199.3,9618.3
Iberia Parish,Louisiana,22045,6653.8,4835,8703.5
Carver County,Minnesota,27019,6694.1,5021.9,8544.1
Coos County,Oregon,41011,6702.1,5017,8678.7
Washington County,Ohio,39167,6716.8,5279.6,8282.4
Kershaw County,South Carolina,45055,6728.8,4850.2,8674.7
Montgomery County,Virginia,51121,6729.6,4908.7,8780.2
Dubuque County,Iowa,19061,6740.4,5155.2,8339.4
Leavenworth County,Kansas,20103,6753.6,5584.6,7834.9
Clallam County,Washington,53009,6782.5,5233.6,8437.6
Douglas County,Kansas,20045,6839.6,5712.3,8139.4
Grant County,Indiana,18053,6841.7,5070.4,8845.2
Belmont County,Ohio,39013,6846.9,5529.5,8249.7
Geauga County,Ohio,39055,6857.7,4705.2,9500.1
Nevada County,California,06057,6868.5,4805.7,9505.9
Pike County,Kentucky,21195,6886.4,5515.1,8296.8
Armstrong County,Pennsylvania,42005,6911.9,4765.3,9247.6
Mckinley County,New Mexico,35031,6932.1,5875.6,8114.5
Walton County,Florida,12131,6933.1,5459.9,8630.4
Sutter County,California,06101,6970.7,4754.3,9791.6
